––±Í«©,0,1
0,0.00091836,0.000442667
1,0.000823268,0.000417145
2,0.000771866,0.000379855
3,0.00072575,0.000357345
4,0.000704982,0.0003462
5,0.000662,0.000338127
6,0.000647089,0.0003384
7,0.000614607,0.000332782
8,0.000604893,0.000334909
9,0.000567455,0.0003712
10,0.002055884,0.000362818
11,0.003213875,0.000336364
12,0.002482705,0.000350927
13,0.002099482,0.000347618
14,0.001832,0.0003352
15,0.001664795,0.000538582
16,0.001502777,0.000609655
17,0.001375884,0.000600709
18,0.001278098,0.000557691
19,0.001190429,0.000551873
20,0.000641268,0.000520909
21,0.00089292,0.000496764
22,0.000916643,0.000488418
23,0.000840838,0.000345236
24,0.000774775,0.000364273
25,0.000737982,0.000348745
26,0.000706793,0.000357873
27,0.000666423,0.000344618
28,0.000662964,0.000351473
29,0.000708721,0.000353836
30,0.000751946,0.000322364
31,0.000569324,0.0003244
32,0.00055691,0.000345145
33,0.000528793,0.000312236
34,0.000522297,0.000341648
35,0.000529505,0.000332259
36,0.000516694,0.000333593
37,0.000514387,0.000318556
38,0.000508811,0.000304056
39,0.00050227,0.000320685
